Processed_Tweet,Tokenized_Tweet
bapak anies dongkarena beliau dan jajarannya yang dari awal konsisten melawan covid hanya saja di jegal oleh pusat,"['bapak', 'anies', 'dongkarena', 'beliau', 'dan', 'jajarannya', 'yang', 'dari', 'awal', 'konsisten', 'melawan', 'covid', 'hanya', 'saja', 'di', 'jegal', 'oleh', 'pusat']"
disebabkan pandemik covid penjarakan sosial perlu menjadi norma baharu sekurangnya untuk satu tempoh waktu tertentu untuk tahun ini sekurangnya perlu ada kawalan pemantauan atau mungkin batalkan perhimpunan sama ada perhimpunan ramadan aidilfitri atau haji,"['disebabkan', 'pandemik', 'covid', 'penjarakan', 'sosial', 'perlu', 'menjadi', 'norma', 'baharu', 'sekurangnya', 'untuk', 'satu', 'tempoh', 'waktu', 'tertentu', 'untuk', 'tahun', 'ini', 'sekurangnya', 'perlu', 'ada', 'kawalan', 'pemantauan', 'atau', 'mungkin', 'batalkan', 'perhimpunan', 'sama', 'ada', 'perhimpunan', 'ramadan', 'aidilfitri', 'atau', 'haji']"
san bernardino county covid data,"['san', 'bernardino', 'county', 'covid', 'data']"
dpr ri bentuk timwas covid,"['dpr', 'ri', 'bentuk', 'timwas', 'covid']"
emang serba salah mas nggak konpers juga nnti dikira nggak ada transparansi dalam menanggulangi pandemi covid ini,"['emang', 'serba', 'salah', 'mas', 'nggak', 'konpers', 'juga', 'nnti', 'dikira', 'nggak', 'ada', 'transparansi', 'dalam', 'menanggulangi', 'pandemi', 'covid', 'ini']"
begini penjelasan muhaimin terkait timwas covid dpr ri,"['begini', 'penjelasan', 'muhaimin', 'terkait', 'timwas', 'covid', 'dpr', 'ri']"
sehat selalu ya ustadzsemoga allah swt selalu melindungi anda dan keluargabegitulah faktanya ustadzdana pendidikan di pakai buat penanganan covid jelas dana gak ada tp sok masih mau pindah ibu kotamirissss,"['sehat', 'selalu', 'ya', 'ustadzsemoga', 'allah', 'swt', 'selalu', 'melindungi', 'anda', 'dan', 'keluargabegitulah', 'faktanya', 'ustadzdana', 'pendidikan', 'di', 'pakai', 'buat', 'penanganan', 'covid', 'jelas', 'dana', 'gak', 'ada', 'tp', 'sok', 'masih', 'mau', 'pindah', 'ibu', 'kotamirissss']"
baznas buka donasi covid lewat smart shadaqah bni syariah,"['baznas', 'buka', 'donasi', 'covid', 'lewat', 'smart', 'shadaqah', 'bni', 'syariah']"
lagi bayangin ijazah gw bsk ada lambang covid nya,"['lagi', 'bayangin', 'ijazah', 'gw', 'bsk', 'ada', 'lambang', 'covid', 'nya']"
mangtanku besok akad ciyee menikah ditengah pandemi covid ciyee,"['mangtanku', 'besok', 'akad', 'ciyee', 'menikah', 'ditengah', 'pandemi', 'covid', 'ciyee']"
ini adalah wujud cinta kasih dan duka kami warga maluku atas meninggalnya salah satu putra terbaik maluku kaka tercinta kami menyadari bahwa virus covid ada dimanadan mengancam kami tp ketakutan itu terkalahkan org rasa duka kamimohon jgn bully kami,"['ini', 'adalah', 'wujud', 'cinta', 'kasih', 'dan', 'duka', 'kami', 'warga', 'maluku', 'atas', 'meninggalnya', 'salah', 'satu', 'putra', 'terbaik', 'maluku', 'kaka', 'tercinta', 'kami', 'menyadari', 'bahwa', 'virus', 'covid', 'ada', 'dimanadan', 'mengancam', 'kami', 'tp', 'ketakutan', 'itu', 'terkalahkan', 'org', 'rasa', 'duka', 'kamimohon', 'jgn', 'bully', 'kami']"
jawaban paling wow udah bikin apa anda buat penanggulangan covid wisma atlit masih butuh relawan ikut yuuu sayang,"['jawaban', 'paling', 'wow', 'udah', 'bikin', 'apa', 'anda', 'buat', 'penanggulangan', 'covid', 'wisma', 'atlit', 'masih', 'butuh', 'relawan', 'ikut', 'yuuu', 'sayang']"
demi kesehatan mental lu baca berita covid sekali sehari aja dan apapun yg terjadi setelah lu baca gak usah hiraukan skip aja udah untk hari esok atau lusa karna itu gak baik buat lu,"['demi', 'kesehatan', 'mental', 'lu', 'baca', 'berita', 'covid', 'sekali', 'sehari', 'aja', 'dan', 'apapun', 'yg', 'terjadi', 'setelah', 'lu', 'baca', 'gak', 'usah', 'hiraukan', 'skip', 'aja', 'udah', 'untk', 'hari', 'esok', 'atau', 'lusa', 'karna', 'itu', 'gak', 'baik', 'buat', 'lu']"
covid memiliki arti kata co yakni corona vi yakni virus dan d yakni disease atau penyakit kemudian ditambahkan angka yakni mewakili tahun smg puas dgn jwban ini halo luna,"['covid', 'memiliki', 'arti', 'kata', 'co', 'yakni', 'corona', 'vi', 'yakni', 'virus', 'dan', 'd', 'yakni', 'disease', 'atau', 'penyakit', 'kemudian', 'ditambahkan', 'angka', 'yakni', 'mewakili', 'tahun', 'smg', 'puas', 'dgn', 'jwban', 'ini', 'halo', 'luna']"
jalan membantu pihak berkuasa dalam menanggani penularan wabak covid ft sec ft sec,"['jalan', 'membantu', 'pihak', 'berkuasa', 'dalam', 'menanggani', 'penularan', 'wabak', 'covid', 'ft', 'sec', 'ft', 'sec']"
ini adalah contoh beberapa kondisi penerapan alat pengaman di apotek agar meminimalisir penularan covidbagaimana kondisi di apotek anda silahkan share dan tag medsos kami dengan hashtag,"['ini', 'adalah', 'contoh', 'beberapa', 'kondisi', 'penerapan', 'alat', 'pengaman', 'di', 'apotek', 'agar', 'meminimalisir', 'penularan', 'covidbagaimana', 'kondisi', 'di', 'apotek', 'anda', 'silahkan', 'share', 'dan', 'tag', 'medsos', 'kami', 'dengan', 'hashtag']"
am mrs lestari abyasa dari balikpapan terima kasih kepada rika anderson pinjaman yang memberikan saya pinjaman tanpa jaminan juta dalam pandemi covid ini anda dapat menghubungi ibu wa emailrikaandersonloancompany saya,"['am', 'mrs', 'lestari', 'abyasa', 'dari', 'balikpapan', 'terima', 'kasih', 'kepada', 'rika', 'anderson', 'pinjaman', 'yang', 'memberikan', 'saya', 'pinjaman', 'tanpa', 'jaminan', 'juta', 'dalam', 'pandemi', 'covid', 'ini', 'anda', 'dapat', 'menghubungi', 'ibu', 'wa', 'emailrikaandersonloancompany', 'saya']"
menunggu sampai wabah covid mereda sabar ya karena keselamatan orang banyak lebih penting dari segalanya,"['menunggu', 'sampai', 'wabah', 'covid', 'mereda', 'sabar', 'ya', 'karena', 'keselamatan', 'orang', 'banyak', 'lebih', 'penting', 'dari', 'segalanya']"
para koruptor kejahatan lain dibebaskan alasan krn pandemi covid,"['para', 'koruptor', 'kejahatan', 'lain', 'dibebaskan', 'alasan', 'krn', 'pandemi', 'covid']"
jgn lgi ada rasa angkuh sombong rasa besar serba bisabukankh virus corona yg kecil amp tk tmpak mata itu tlah mndidik kita bahwa tdk ada yg mampu mncegahnya jka covid ingin dtang mmpir dan covid tdk mngenal status sosial miskin atau kaya tua atau muda pmbesar,"['jgn', 'lgi', 'ada', 'rasa', 'angkuh', 'sombong', 'rasa', 'besar', 'serba', 'bisabukankh', 'virus', 'corona', 'yg', 'kecil', 'amp', 'tk', 'tmpak', 'mata', 'itu', 'tlah', 'mndidik', 'kita', 'bahwa', 'tdk', 'ada', 'yg', 'mampu', 'mncegahnya', 'jka', 'covid', 'ingin', 'dtang', 'mmpir', 'dan', 'covid', 'tdk', 'mngenal', 'status', 'sosial', 'miskin', 'atau', 'kaya', 'tua', 'atau', 'muda', 'pmbesar']"
sudah dinyatakan covid dari klaster umrah di sidrap,"['sudah', 'dinyatakan', 'covid', 'dari', 'klaster', 'umrah', 'di', 'sidrap']"
ada beberapa gubernur coba diframing dari pusat sbg dlm penangganan covid framing ini dilakukan utk menenggelankan popularitas gubernur yg dianggap lawan politik padahal sdh mati matian berjuang melawan covid di daerahnya,"['ada', 'beberapa', 'gubernur', 'coba', 'diframing', 'dari', 'pusat', 'sbg', 'dlm', 'penangganan', 'covid', 'framing', 'ini', 'dilakukan', 'utk', 'menenggelankan', 'popularitas', 'gubernur', 'yg', 'dianggap', 'lawan', 'politik', 'padahal', 'sdh', 'mati', 'matian', 'berjuang', 'melawan', 'covid', 'di', 'daerahnya']"
lagilagi jenazah covid ditolak dia perawat yang meninggal grgr terpapar covid,"['lagilagi', 'jenazah', 'covid', 'ditolak', 'dia', 'perawat', 'yang', 'meninggal', 'grgr', 'terpapar', 'covid']"
pandemi corona mengancam nasib media lokal,"['pandemi', 'corona', 'mengancam', 'nasib', 'media', 'lokal']"
covid angka kematian hampiri di seluruh dunia,"['covid', 'angka', 'kematian', 'hampiri', 'di', 'seluruh', 'dunia']"
yg ada tuh level presiden menyediakan dana spy rakyat yg terkena dampak covid tetap bisa di rmh tp bisa makan layak yg dikoordinasi dr pusat sampai ke pelosok bekerja melalui jalurnya bukan bagi di jalan ini mah kelas cere,"['yg', 'ada', 'tuh', 'level', 'presiden', 'menyediakan', 'dana', 'spy', 'rakyat', 'yg', 'terkena', 'dampak', 'covid', 'tetap', 'bisa', 'di', 'rmh', 'tp', 'bisa', 'makan', 'layak', 'yg', 'dikoordinasi', 'dr', 'pusat', 'sampai', 'ke', 'pelosok', 'bekerja', 'melalui', 'jalurnya', 'bukan', 'bagi', 'di', 'jalan', 'ini', 'mah', 'kelas', 'cere']"
penghulu para pengurus masjid sang cipta rasa kota cirebon menggelar ikhtiar tolak bala dengan bermunajat bersama dan adzan pitu semoga wabah covid segera berakhir aamiinuntuk para dokter tim medis indonesia tetap semangat,"['penghulu', 'para', 'pengurus', 'masjid', 'sang', 'cipta', 'rasa', 'kota', 'cirebon', 'menggelar', 'ikhtiar', 'tolak', 'bala', 'dengan', 'bermunajat', 'bersama', 'dan', 'adzan', 'pitu', 'semoga', 'wabah', 'covid', 'segera', 'berakhir', 'aamiinuntuk', 'para', 'dokter', 'tim', 'medis', 'indonesia', 'tetap', 'semangat']"
min lpdp ttp ada nggk yaa min mengingat dana tetap pendidikan di ahlikan ke penanggulangan ekonomi karena covid,"['min', 'lpdp', 'ttp', 'ada', 'nggk', 'yaa', 'min', 'mengingat', 'dana', 'tetap', 'pendidikan', 'di', 'ahlikan', 'ke', 'penanggulangan', 'ekonomi', 'karena', 'covid']"
leader dlm penyebaran covid kale membuat org antri akibat efek kejutnya,"['leader', 'dlm', 'penyebaran', 'covid', 'kale', 'membuat', 'org', 'antri', 'akibat', 'efek', 'kejutnya']"
wii yg berdampak covid itu tdk hanya warga miskin berita ini judulnya benar isinya yg tdk benar,"['wii', 'yg', 'berdampak', 'covid', 'itu', 'tdk', 'hanya', 'warga', 'miskin', 'berita', 'ini', 'judulnya', 'benar', 'isinya', 'yg', 'tdk', 'benar']"
memanusiakan manusia adalah salah satu bentuk penghormatan kita pada sesama sedih kalo liat jenazah yg meninggal karena covid tidak diterima warga setempat untuk dimakamkan,"['memanusiakan', 'manusia', 'adalah', 'salah', 'satu', 'bentuk', 'penghormatan', 'kita', 'pada', 'sesama', 'sedih', 'kalo', 'liat', 'jenazah', 'yg', 'meninggal', 'karena', 'covid', 'tidak', 'diterima', 'warga', 'setempat', 'untuk', 'dimakamkan']"
ada ancaman penyebaran covid yang lebih luas dr dike afifi menbuat petisi kepada presiden untuk keluarkan kebijakan menghentikan semua akses transportasi dari dalam dan keluar kota tandatangani petisi,"['ada', 'ancaman', 'penyebaran', 'covid', 'yang', 'lebih', 'luas', 'dr', 'dike', 'afifi', 'menbuat', 'petisi', 'kepada', 'presiden', 'untuk', 'keluarkan', 'kebijakan', 'menghentikan', 'semua', 'akses', 'transportasi', 'dari', 'dalam', 'dan', 'keluar', 'kota', 'tandatangani', 'petisi']"
yaudah di gpp let covid do ur duties aja,"['yaudah', 'di', 'gpp', 'let', 'covid', 'do', 'ur', 'duties', 'aja']"
persib potong persen gaji pemain karena corona covid,"['persib', 'potong', 'persen', 'gaji', 'pemain', 'karena', 'corona', 'covid']"
virus corona covid melanda saat indonesia menghadapi musim pancaroba ancaman demam berdarah dengue dbd juga sedang menghantui,"['virus', 'corona', 'covid', 'melanda', 'saat', 'indonesia', 'menghadapi', 'musim', 'pancaroba', 'ancaman', 'demam', 'berdarah', 'dengue', 'dbd', 'juga', 'sedang', 'menghantui']"
allah maha kuasa kisah nyata mengharukan pelajar muslimah indonesia yang terkena covid di new york alhamdulillah allahu akbar,"['allah', 'maha', 'kuasa', 'kisah', 'nyata', 'mengharukan', 'pelajar', 'muslimah', 'indonesia', 'yang', 'terkena', 'covid', 'di', 'new', 'york', 'alhamdulillah', 'allahu', 'akbar']"
ngaur kamumosok tenaga medis meninggal kamu sangkutkan dgn fatwa muiemngya semua pasien covid itu dari mesjid sumbernyahadeuh,"['ngaur', 'kamumosok', 'tenaga', 'medis', 'meninggal', 'kamu', 'sangkutkan', 'dgn', 'fatwa', 'muiemngya', 'semua', 'pasien', 'covid', 'itu', 'dari', 'mesjid', 'sumbernyahadeuh']"
sempat nihil tiga hari kini pasien positif covid bertambah satu orang,"['sempat', 'nihil', 'tiga', 'hari', 'kini', 'pasien', 'positif', 'covid', 'bertambah', 'satu', 'orang']"
lindungi dokter dari paparan covid bppt ri luncurkan aplikasi mobile covid track,"['lindungi', 'dokter', 'dari', 'paparan', 'covid', 'bppt', 'ri', 'luncurkan', 'aplikasi', 'mobile', 'covid', 'track']"
semoga insan bocah kontol mampus kena covid ya,"['semoga', 'insan', 'bocah', 'kontol', 'mampus', 'kena', 'covid', 'ya']"
gejala covid,"['gejala', 'covid']"
jumat kesadaran masyarakat akan pentingnya berdiam diri dirumah dalam memutus penyebaran virus covid sangat besar dan dari kesadaran diri sendiri terlihat dr pantauan kijang patroli klungkung disimpang lepang bypass ib mantra klungkung terpantau tipis lancar,"['jumat', 'kesadaran', 'masyarakat', 'akan', 'pentingnya', 'berdiam', 'diri', 'dirumah', 'dalam', 'memutus', 'penyebaran', 'virus', 'covid', 'sangat', 'besar', 'dan', 'dari', 'kesadaran', 'diri', 'sendiri', 'terlihat', 'dr', 'pantauan', 'kijang', 'patroli', 'klungkung', 'disimpang', 'lepang', 'bypass', 'ib', 'mantra', 'klungkung', 'terpantau', 'tipis', 'lancar']"
selamat pagi rute tebetdepok tersedia pkl wib untuk informasi lengkap jadwal perjalanan krl mulai april bisa di lihat pada website link berikut tks,"['selamat', 'pagi', 'rute', 'tebetdepok', 'tersedia', 'pkl', 'wib', 'untuk', 'informasi', 'lengkap', 'jadwal', 'perjalanan', 'krl', 'mulai', 'april', 'bisa', 'di', 'lihat', 'pada', 'website', 'link', 'berikut', 'tks']"
sangat disayangkan gorontalo gagal bertahan sebagai daerah bebas covid hanya karena keegoisan suatu kaum yang enggan tawakal dan memilih untuk takabur,"['sangat', 'disayangkan', 'gorontalo', 'gagal', 'bertahan', 'sebagai', 'daerah', 'bebas', 'covid', 'hanya', 'karena', 'keegoisan', 'suatu', 'kaum', 'yang', 'enggan', 'tawakal', 'dan', 'memilih', 'untuk', 'takabur']"
udah pasti sekrg akan berlindung di balik wabah gak bisa naikkan gaji krn hrs realokasikan dana utk respon covid,"['udah', 'pasti', 'sekrg', 'akan', 'berlindung', 'di', 'balik', 'wabah', 'gak', 'bisa', 'naikkan', 'gaji', 'krn', 'hrs', 'realokasikan', 'dana', 'utk', 'respon', 'covid']"
bayar dlm kereta x payah ke kauntermusim covid ni elakkn guna cashguna aplikasi setel dlm kereta sahaja gunakn setel pam minyak setel nikmati rm percuma slps pembelian petrol rm pertama andakod rujukan download setel sekarang,"['bayar', 'dlm', 'kereta', 'x', 'payah', 'ke', 'kauntermusim', 'covid', 'ni', 'elakkn', 'guna', 'cashguna', 'aplikasi', 'setel', 'dlm', 'kereta', 'sahaja', 'gunakn', 'setel', 'pam', 'minyak', 'setel', 'nikmati', 'rm', 'percuma', 'slps', 'pembelian', 'petrol', 'rm', 'pertama', 'andakod', 'rujukan', 'download', 'setel', 'sekarang']"
musim sakit macam ni kan agak u all hantu jin momok kena tak covid ni tak,"['musim', 'sakit', 'macam', 'ni', 'kan', 'agak', 'u', 'all', 'hantu', 'jin', 'momok', 'kena', 'tak', 'covid', 'ni', 'tak']"
langkah yg dapat di ambil pemerintah dalam mengatasi dampak covid terhadap perekonomian indonesia jawab menjaga konsumsi rumah tangga miskin melalui berbagai program yang dapat dilakukan segera coverage besar dan berdampak langsung ke covid,"['langkah', 'yg', 'dapat', 'di', 'ambil', 'pemerintah', 'dalam', 'mengatasi', 'dampak', 'covid', 'terhadap', 'perekonomian', 'indonesia', 'jawab', 'menjaga', 'konsumsi', 'rumah', 'tangga', 'miskin', 'melalui', 'berbagai', 'program', 'yang', 'dapat', 'dilakukan', 'segera', 'coverage', 'besar', 'dan', 'berdampak', 'langsung', 'ke', 'covid']"
mendikbud nadiem makarim mengambil keputusan terkait pencairan dana kip atau kartu indonesia pintar di tengah pandemi virus corona covid,"['mendikbud', 'nadiem', 'makarim', 'mengambil', 'keputusan', 'terkait', 'pencairan', 'dana', 'kip', 'atau', 'kartu', 'indonesia', 'pintar', 'di', 'tengah', 'pandemi', 'virus', 'corona', 'covid']"
kadar kematian covid di malaysia masih rendah,"['kadar', 'kematian', 'covid', 'di', 'malaysia', 'masih', 'rendah']"
pecah telor sarjana covid,"['pecah', 'telor', 'sarjana', 'covid']"
baru dapet info kalo di gang sebelah rumah di lumajang udah ada yg positif covid semoga seluruh keluarga disana aman,"['baru', 'dapet', 'info', 'kalo', 'di', 'gang', 'sebelah', 'rumah', 'di', 'lumajang', 'udah', 'ada', 'yg', 'positif', 'covid', 'semoga', 'seluruh', 'keluarga', 'disana', 'aman']"
darurat militer saja pemerintah bias mewajibkan rakyat sebagai serdadu darurat wabah covid dan kesehatan tentu bisa dilakukan untuk mewajibkan para konglomerat untuk keluarkan hartanya untuk kepentingan bersama,"['darurat', 'militer', 'saja', 'pemerintah', 'bias', 'mewajibkan', 'rakyat', 'sebagai', 'serdadu', 'darurat', 'wabah', 'covid', 'dan', 'kesehatan', 'tentu', 'bisa', 'dilakukan', 'untuk', 'mewajibkan', 'para', 'konglomerat', 'untuk', 'keluarkan', 'hartanya', 'untuk', 'kepentingan', 'bersama']"
tapi anis ni tak main tiktok dan alhamdulillah tak kena covid,"['tapi', 'anis', 'ni', 'tak', 'main', 'tiktok', 'dan', 'alhamdulillah', 'tak', 'kena', 'covid']"
sbnarnya sudah tdk kaget klo di suruh tinggal rumah sudah terbiasa dri dulu juga social distancing krna ada yg lebih mematikan dalam masyarakat lebih dri covid yaitu kebodohan,"['sbnarnya', 'sudah', 'tdk', 'kaget', 'klo', 'di', 'suruh', 'tinggal', 'rumah', 'sudah', 'terbiasa', 'dri', 'dulu', 'juga', 'social', 'distancing', 'krna', 'ada', 'yg', 'lebih', 'mematikan', 'dalam', 'masyarakat', 'lebih', 'dri', 'covid', 'yaitu', 'kebodohan']"
badan pom luncurkan informatorium obat covid bersamaan dengan fgd online tentang penanggulangan covidinformatorium ini berisi informasi terkait perkembangan obat covid di dunia dan tata,"['badan', 'pom', 'luncurkan', 'informatorium', 'obat', 'covid', 'bersamaan', 'dengan', 'fgd', 'online', 'tentang', 'penanggulangan', 'covidinformatorium', 'ini', 'berisi', 'informasi', 'terkait', 'perkembangan', 'obat', 'covid', 'di', 'dunia', 'dan', 'tata']"
revisi kalau tidak ada penambahan jumlah yang positif maka untuk pasien covid dengan gejala penyakit yang parah atau kritis bisa membutuhkan waktu pemulihan klinis sekitar hingga minggu,"['revisi', 'kalau', 'tidak', 'ada', 'penambahan', 'jumlah', 'yang', 'positif', 'maka', 'untuk', 'pasien', 'covid', 'dengan', 'gejala', 'penyakit', 'yang', 'parah', 'atau', 'kritis', 'bisa', 'membutuhkan', 'waktu', 'pemulihan', 'klinis', 'sekitar', 'hingga', 'minggu']"
syafakallahsemoga allah memberi kesembuhan pada dr tun muzamal widan drp wabak covid dan sihat seperti biasa aamiin ya rabbal alamiin,"['syafakallahsemoga', 'allah', 'memberi', 'kesembuhan', 'pada', 'dr', 'tun', 'muzamal', 'widan', 'drp', 'wabak', 'covid', 'dan', 'sihat', 'seperti', 'biasa', 'aamiin', 'ya', 'rabbal', 'alamiin']"
sambil menunggu orang pintar menemukan obatnya mari waspada tak perlu panik berlebihan faktanya angka kematian bln jauh lebih rendah dr tbc covid tidak menyeramkan,"['sambil', 'menunggu', 'orang', 'pintar', 'menemukan', 'obatnya', 'mari', 'waspada', 'tak', 'perlu', 'panik', 'berlebihan', 'faktanya', 'angka', 'kematian', 'bln', 'jauh', 'lebih', 'rendah', 'dr', 'tbc', 'covid', 'tidak', 'menyeramkan']"
psbb versus covid,"['psbb', 'versus', 'covid']"
dirumah aja jaga kesehatan dukung pemerintah memerangi covid dan dirumah ajapun bisa memperoleh investasi dengan untung banyakkdengan didukung legalitas aman dan konsep hotel dan berkelas perputasan,"['dirumah', 'aja', 'jaga', 'kesehatan', 'dukung', 'pemerintah', 'memerangi', 'covid', 'dan', 'dirumah', 'ajapun', 'bisa', 'memperoleh', 'investasi', 'dengan', 'untung', 'banyakkdengan', 'didukung', 'legalitas', 'aman', 'dan', 'konsep', 'hotel', 'dan', 'berkelas', 'perputasan']"
meditation to fight covid meditasi tidak hanya bermanfaat bagi pikiran tetapi juga bagi tubuh dalam satu kesatuan yang harmonis kehidupan berlangsung dalam cinta yang mengubah segala sesuatu menjadi,"['meditation', 'to', 'fight', 'covid', 'meditasi', 'tidak', 'hanya', 'bermanfaat', 'bagi', 'pikiran', 'tetapi', 'juga', 'bagi', 'tubuh', 'dalam', 'satu', 'kesatuan', 'yang', 'harmonis', 'kehidupan', 'berlangsung', 'dalam', 'cinta', 'yang', 'mengubah', 'segala', 'sesuatu', 'menjadi']"
pdhl gak mutlak begitu ya beliau lupa ttg adanya cytokine storm pd pasien covid,"['pdhl', 'gak', 'mutlak', 'begitu', 'ya', 'beliau', 'lupa', 'ttg', 'adanya', 'cytokine', 'storm', 'pd', 'pasien', 'covid']"
